,SMILES,Genotoxicity(0.5기준)
1536,CC(CCCC(C)C=O)CCC=C(C)C,0
1537,CCCC(=O)OCCC(C)CCC=C(C)C,0
1538,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,0
1539,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,0
1540,CCCCCCC(O)CCCCCCCCCCC(=O)OC,0
1541,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OC,0
1542,CC(C)=CCC\C(C)=C\C=O,0
1543,NCCO,0
1544,[Na+].[O-]C=O,0
1545,[Mn++].[Mn++].[Mn++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,0
1546,[Al+3].[Cl-].[N-]1C2\N=C3/N=C(/N=C4\[N-]C(\N=C5/N=C(/N=C1/C1=C2C=CC=C1)C1=CC=CC=C51)C1=C4C=CC=C1)C1=CC=CC=C31,0
1547,CCC[Si](Cl)(Cl)Cl,0
1548,CCOC(=O)C1=CN(C)N=C1C(F)F,0
1549,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0
1550,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0
1551,CCCCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC(=C2)[N+]([O-])=O,1
1552,C1C[N]2=CC3=C([O-][Cu++]22[O-]C4=CC=CC=C4C=[N]12)C=CC=C3,0
1553,O\C=C1/CCCC(C=O)=C1Cl,1
1554,OCCN(CCO)CCO.CCCCCCCCCCCCNCCC(O)=O,0
1555,CCCC(Cl)=O,0
1556,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1,0
1557,[O--].[O--].[O--].[O--].[Ni++].[Mo+6],0
1558,CC(=O)C1=C(C=C(OC2=CC=C(Cl)C=C2)C=C1)C(F)(F)F,0
1559,CCOC(C)=O,0
1560,CC(C)=CC(C)=O,0
1561,OC(=O)CC(O)=O,0
1562,CC1CNCC(C)O1,0
1563,CC1=CC=C(C=C1)S([O-])(=O)=O.CC1=[N+](C)C2=C(C3=C(C=CC=C3)C=C2)C1(C)C,1
1564,CCOCCOC(=O)C(\C#N)=C1\CCCC(NCCCOC)=C1,0
1565,CCOC(=O)CC(C)=O,0
1566,CCNC(=S)OC(C)C,0
1567,CC(=O)O[Al](O)OC(C)=O,0
1568,OS(O)(=O)=O.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,0
1569,COC(=O)C=C(C)N,1
1570,CCCCCCOC(=O)C(C)=C,0
1571,ClC(=C)CN=C=S,1
1572,CCCCC(CC)COC(=O)\C=C/C(=O)OCC(CC)CCCC,0
1573,[Ca++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O,0
1574,CCCCCCCCCCCC(=O)OCC(O)CO,0
1575,CCCCCCC(=O)OCC=C,0
1576,C=CCOC(=O)OCCOCCOC(=O)OCC=C,1
1577,[Na+].[Na+].[Na+].[Na+].[Na+].NC1=C(C=C(C2=CC(=C(N=NC3=C(C=C(C=C3)[N+]([O-])=O)S([O-])(=O)=O)C(O)=C12)S([O-])(=O)=O)S([O-])(=O)=O)N=NC1=C(C=C(C=C1)S([O-])(=O)=O)S([O-])(=O)=O,0
1578,CC(=O)NCCO,0
1579,C(OCC1CCC(COCC2CO2)CC1)C1CO1,1
1580,ClCCCCl,1
1581,C1CC=CC1,0
1582,CC(C)(O)C#CC(C)(C)O,0
1583,[Na+].CCCCCCCCOS([O-])(=O)=O,0
1584,CC1CC(C)=CC(C)C1C=O,0
1585,CCCCCCCC(=O)NCC(O)=O,0
1586,[Na+].N[C@@H](CCC(O)=O)C([O-])=O,0
1587,CCCCCC(O)=O,0
1588,[Cu++].CC([O-])=O.CC([O-])=O,0
1589,[Mg++].CC([O-])=O.CC([O-])=O,0
1590,CCCCCCCCCCCC(=O)NCCO,0
1591,CCCCCCC,0
1592,[Li+].[F-][B+3]([F-])([F-])[F-],1
1593,COC(=O)OC1=CC(OC(=O)OC)=C(C=C1)C(=O)CBr,0
1594,[H+].[H+].[H+].[H+].[Co++].[O-]S(=O)(=O)C1=CC2=C3[N-]C(\N=C4/N=C(/N=C5\[N-]\C(=N/C6=N/C(=N\3)/C3=CC=C(C=C63)S([O-])(=O)=O)C3=CC=C(C=C53)S([O-])(=O)=O)C3=CC=C(C=C43)S([O-])(=O)=O)=C2C=C1,0
1595,[Na+].CCCCCCCCCCOS([O-])(=O)=O,0
1596,CCCCCCCCCCCCOC(=O)C(C)=C,0
1597,CCCCCCOC(C)=O,1
1598,OP(O)(=O)CN(CCN(CP(O)(O)=O)CP(O)(O)=O)CP(O)(O)=O,0
1599,CCCCOCCCC,0
1600,ClC1=C(Cl)C(Cl)=C(Br)C2=C1\C1=N\C3=C4C(=C5\N=C6/N=C(/N=C7\N([Cu]N35)\C(=N/C2=N1)C1=C7C(Br)=C(Cl)C(Br)=C1Cl)C1=C6C(Cl)=C(Cl)C(Br)=C1Cl)C(Br)=C(Cl)C(Br)=C4Cl,0
1601,[Na+].OP(O)(=O)OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)([O-])=O)C(OP(O)(O)=O)C1OP(O)(O)=O,0
1602,NCCCCCCNC(O)=O,0
1603,CCCCCCCCCCCCBr,0
1604,CC(C)(O)C([O-])=O.C[N+](C)(C)CC1=CC=CC=C1,0
1605,CCCCOCCOCCOCCO,0
1606,N.N.[Cl-].[Cl-].[Pd++],0
1607,NCCCCCCNCCCCCCN,0
1608,[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S,0
1609,COCCOCCOCCOCCOC,0
1610,CCCCCCCCCCCCCCCCN,0
1611,CCCCOCCOCCOCOCCOCCOCCCC,0
1612,F[B-](F)(F)F.CCN1C=C[N+](C)=C1,0
1613,CC([O-])=O.CCN1C=C[N+](C)=C1,0
1614,CCCCOC(=O)CSCSCC(=O)OCCCC,0
1615,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,0
1616,COC(=O)CC1CCCCC1,0
1617,CCNC(C)CC1=CC=C(OC)C=C1,0
1618,CCCCC(CC)COC(=O)CC(CC(=O)OCC(CC)CCCC)(OC(C)=O)C(=O)OCC(CC)CCCC,0
1619,CC(C)C(O)C(C)(C)CO,0
1620,CCCCCCCCCC(=O)N(C)C,0
1621,CCC(=O)OC(C)(CCC=C(C)C)C=C,0
1622,CCCCC(CC)COC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0
1623,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,0
1624,COC(C)(OC)OC,0
1625,OC(=O)C(O)=O,0
1626,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O,0
1627,[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S,0
1628,CNCC1=CC=CC2=CC=CC=C12,0
1629,CCN1C=C[N+](C)=C1.[O-]S(=O)(=O)C(F)(F)F,0
1630,[OH-].[OH-].[OH-].[La+3],0
1631,CC1(C)C2=CC=CC=C2C2=C1C=C(C=C2)N(C1=CC=CC2=C1C1=CC=CC=C1C21C2=CC=CC=C2C2=C1C=CC=C2)C1=C(C=CC=C1)C1=CC=CC=C1,0
1632,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
1633,CO[Si](C)(CCCOC(=O)C(C)=C)OC,0
1634,CC(C)(CO)C1OCC2(CO1)COC(OC2)C(C)(C)CO,0
1635,CCOP(OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C)OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C,0
1636,[Na+].[Na+].CCCCCCCCCCCCNC1=NC(NC2=CC3=CC(=C(N=NC4=CC=C(C=C4)N=NC4=CC=C(C=C4)S([O-])(=O)=O)C(O)=C3C=C2)S([O-])(=O)=O)=NC(Cl)=N1,0
1637,COC(C)(C)C1CCC(C)=CC1,0
1638,CCCSC1=NC(Cl)=C(C(Cl)=N1)[N+]([O-])=O,0
1639,COC(=O)C1=NC(Cl)=C(Cl)N=C1N,0
1640,O=C1CCCCCCCCCC\C=C/CC1,0
1641,COC(=O)C1=CC(=CC=C1)C(=O)OC,0
1642,CCCC[Sn](Cl)(CCCC)CCCC,0
1643,CCCC[Sn](CCCC)(CCCC)CCCC,0
1644,[Zn++].CCN(C([S-])=S)C1=CC=CC=C1.CCN(C([S-])=S)C1=CC=CC=C1,0
1645,[Zn++].[O-]C(=O)C=C.[O-]C(=O)C=C,0
1646,[Zr+4].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,0
1647,CCC1(O)CCCC1CCC(C)C,0
1648,OC(=O)CCP(O)(=O)C1=CC=CC=C1,0
1649,[Na+].[Na+].[Na+].OP([O-])(=O)OP([O-])([O-])=O,0
1650,[Na+].[Na+].[Na+].[Na+].[Cu++].NC1=NC(NC2=CC(=CC3=CC(=C(\N=N\C4=CC(=C5C=CC=C(C5=C4[O-])S([O-])(=O)=O)S([O-])(=O)=O)C([O-])=C23)S([O-])(=O)=O)S([O-])(=O)=O)=NC(Cl)=N1,0
1651,[Cl-].[Rh+].C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,0
1652,COC1=CC=C(C=C1CN[C@H]1C2CCN(CC2)[C@H]1C(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,0
1653,[H][C@]1(O)CS[C@@]([H])(O1)C(=O)O[C@]1([H])C[C@]([H])(C)CC[C@@]1([H])C(C)C,0
1654,[Cu++].[N-]1\C2=N/C3=N/C(=N\C4=C5C=CC=CC5=C([N-]4)\N=C4/N=C(/N=C1/C1=C2C=CC=C1)C1=C4C=CC=C1)/C1=C3C=CC=C1,0
1655,[Zn++].[S-]C(=S)N(CC1=CC=CC=C1)CC1=CC=CC=C1.[S-]C(=S)N(CC1=CC=CC=C1)CC1=CC=CC=C1,0
1656,COC(=O)CCCCCCCCCCCCCCCCC(=O)OC,0
1657,CCCCCCOC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,0
1658,CCC(=O)N(C1CCN(CC2=CC=CC=C2)CC1)C1=CC=CC=C1,0
1659,FC1=C(F)C=C(C=C1)C1=CCC(CC1)C1CCC2(CC1)OCCO2,0
1660,CCC(C)C1CCCCC1=O,0
1661,CC1=CC=CC2=C1N=C(N)S2,0
1662,NCC1=CC(CN)=CC=C1,0
1663,CC(C)C[C@H](N)C1=CC=CC=C1N1CCCCC1,0
1664,CCOC(=O)\C=C(\C)O[Al](OC(C)C)OC(C)C,0
1665,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,0
1666,CC([O-])=O.OCC[NH+](CCO)CCO,0
1667,COC1=NC=C(F)C(=O)N1,0
1668,CCO[Si](CCCS)(OCC)OCC,0
1669,[Na+].CCN(CC)C([S-])=S,0
1670,OC1=CC=CC2=CC=CN=C12,0
1671,[Na+].NC1=CC=C(NC2=C(C=C(C=C2)[N+]([O-])=O)S([O-])(=O)=O)C=C1,0
1672,OCCC1CCCCN1,0
1673,CC(CN)CCCCCCN,0
1674,CCCCC(CC)COC(=O)OCC(CC)CCCC,0
1675,[Br-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0
1676,[Ba++].[H]P([H])([O-])=O.[H]P([H])([O-])=O.[H]P([H])([O-])=O.[H]P([H])([O-])=O,0
1677,O[Bi]1OC(=O)C2=CC=CC=C2O1,0
1678,[K+].OP(O)(O)=O.OP(O)([O-])=O,0
1679,O.[Cl-].[Cl-].[Cl-].[Ru+3],0
1680,CCCCCC(CCC)COC(=O)C=C,0
1681,SC1=NC2=C(S1)C=CC=C2,0
1682,OS(=O)(=O)C(F)(F)F,0
1683,OC[C@H](O)[C@H](O)CO,0
1684,[Fe++].[Fe++].[Fe++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,0
1685,[Na+].OCS([O-])=O,1
1686,[Na+].[Na+].OC1=C(O)C(=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O,0
1687,CCCCCC\C=C\C(=O)OC,0
1688,CCCCC(CC)C(O)=O,0
1689,[Na+].CCCCCCCCCCCCN(CCC(O)=O)CCC([O-])=O,0
1690,SCCOCCOCCS,0
1691,COC(OC)OC,0
1692,CCCCCCOC1CCC(C)(C)O1,0
1693,C[Si](Cl)(Cl)C1=CC=CC=C1,0
1694,OC(=O)C1CCC(=O)N1,0
1695,NC1=CC(Cl)=NC(C(O)=O)=C1Cl,0
1696,NC1=CC=C(C=C1)C(O)=O,0
1697,O=C1CCCCC1C1=CCCCC1,0
1698,OCCN(CCO)CC(O)=O,0
1699,O=C1C2=C(C(=O)C3=C1C(=O)C1=C(N3)C=CC=C1)C(=O)C1=C(N2)C=CC=C1,0
1700,[Na+].[Na+].[Na+].OC(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0
1701,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,0
1702,CCOB(OCC)OCC,0
1703,CN(C)C(=O)NC1=CC=C(Cl)C=C1,0
1704,COC1=CC=C(O)C=C1,0
1705,COC1=CC=C(OC)C=C1,0
1706,CC(CCOC(C)=O)CCC=C(C)C,0
1707,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CO,0
1708,CC1=CC(N)=C(C=C1C)C(O)=O,0
1709,[Na+].[Na+].[O-]C(=O)CCC([O-])=O,0
1710,[OH-].[Cl-].[Cl-].[Cl-].[Cl-].[Cr+3].[Cr+3].CC(=C)C([O-])=O,0
1711,CCN1C[NH+](C)C=C1.[O-]C(=O)C1=CC=CC=C1,0
1712,CC(=O)OC(C)(C)CC1=CC=CC=C1,0
1713,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OCCCC,0
1714,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,0
1715,OC(=O)C1=CN(C2CC2)C2=C(F)C(N3C[C@@H]4CCCN[C@@H]4C3)=C(F)C=C2C1=O,1
1716,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Mo+6].[Mo+6].[Mo+6],0
1717,Cl.CCCCC1=NC2(CCCC2)C(=O)N1,0
1718,[Na+].[Na+].[Co].OC(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(O)=O,0
1719,FC(F)(F)C(Br)=C,0
1720,C1CN1,1
1721,C\C(C=O)=C/C1=CC=CC=C1,0
1722,CC(C)(C)C1=CC2=C(OP(=O)(O[Al](O)OP3(=O)OC4=C(C=C(C=C4CC4=C(O3)C(=CC(=C4)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)OC3=C(C=C(C=C3C2)C(C)(C)C)C(C)(C)C)C(=C1)C(C)(C)C,0
1723,S=C(SSCCCCCCSSC(=S)N(CC1=CC=CC=C1)CC1=CC=CC=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,0
1724,COC(=O)C(=O)C1=CC=CC=C1,0
1725,CC(C)(CS(O)(=O)=O)NC(=O)C=C,0
1726,O=C1CCCC=CCCC=CCC1,0
1727,CCCC1=NC2=C(N1)C=C(C=C2C)C1=NC2=CC=CC=C2N1C,0
1728,CCO[Si](CCl)(OCC)OCC,0
1729,CCCCCCCCCCCCCCOC(=O)CCC(=O)NC1=CC=C(C=C1)C1=NC2=C(Cl)C(=NN2N1)C(C)(C)C,0
1730,CCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCC)C(=C1)C(=O)OCCCCCC,0
1731,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,0
1732,[Br-].CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
1733,O=NN(O[Al](ON(N=O)C1=CC=CC=C1)ON(N=O)C1=CC=CC=C1)C1=CC=CC=C1,0
1734,[Al+3].CCOC(=O)[CH-]C(C)=O.CCOC(=O)[CH-]C(C)=O.CCOC(=O)[CH-]C(C)=O,0
1735,ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1,0
1736,CC1C(C)(C)C2=C(C=C(C(C)=O)C(C)=C2)C1(C)C,0
1737,CC(=C)O[Si](OC(C)=C)(OC(C)=C)C=C,0
1738,O1C2=CC=CC=C2N=C1C1=CC=C(C=CC2=CC=C(C=C2)C2=NC3=C(O2)C=CC=C3)C=C1,0
1739,CC(=O)NC1=CC(=CC=C1N=NC1=C(Cl)C=C(C=C1)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,0
1740,[Li+].[Fe++].[O-]P([O-])([O-])=O,0
1741,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0
1742,CN1COCN=C1N[N+]([O-])=O,0
1743,CC1=CCC(CC#N)C1(C)C,0
1744,[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0
1745,CC(C)(C)C(=O)OC(=O)C(C)(C)C,0
1746,CO[Si](CCCN=C=O)(OC)OC,1
1747,[NH4+].[NH4+].[NH4+].[NH4+].[O--].[O--].[O--].[O--].[O--].[O--].[Cu++],0
1748,CCC(C)NC1CCC(CC2CCC(CC2)NC(C)CC)CC1,0
1749,[Na+].O=[Sb-](=O)=O,0
1750,[Cu++].OC(=O)C1CCC(O)=N1.[O-]C(=O)C1CCC([O-])=N1,0
1751,[Li+].CCCCCC[C@@H]([O-])C\C=C/CCCCCCCC(O)=O,0
1752,COC(=O)C(C)(C)C1=CC=C(Br)C=C1,0
1753,CC(C)(C1=CC=CC=C1)C1=CC(=C(OP2OCC3(COP(OC4=CC=C(C=C4C(C)(C)C4=CC=CC=C4)C(C)(C)C4=CC=CC=C4)OC3)CO2)C=C1)C(C)(C)C1=CC=CC=C1,0
1754,I[Rh](I)I,1
1755,[NH4+].[NH4+].[NH4+].[NH4+].CC1=NN(C(=O)C1N=NC1=CC(Cl)=C(C)C=C1S([O-])(=O)=O)C1=CC=CC(=C1)S([O-])(=O)=O,0
1756,CC1=CC=C(C=C1)C1CCC(CC1)C1CCC(CC1)C=C,0
1757,OC1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1,0
1758,[Cs+].OC([O-])=O,0
1759,CCCCCCCCN(CCO)CCO,0
1760,CC(CN)CCCN,0
1761,CC(C)(C)C1CCC(CC1)OC(=O)OOC(=O)OC1CCC(CC1)C(C)(C)C,0
1762,CN(C)C1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC(=C2)N(C)C)C1=CC=C(C=C1)N(C)C,0
1763,CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)CS1,0
1764,COC(C)(C)CC(C)(N=NC(C)(CC(C)(C)OC)C#N)C#N,0
1765,CN(CCC#N)CCC#N,0
1766,OS(O)(=O)=O.NC1=C(N)N(CCO)N=C1,0
1767,CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC,0
1768,CC1=CC(=CC(C)=C1O)C1C(=O)OC2=C1C=C(C=C2C(C)(C)C)C(C)(C)C,0
1769,C[Si](Cl)(Cl)CCl,0
1770,CCCCOCCOCCOCCOCCO,0
1771,CCCCC(CC)COCCO,0
1772,[Mg++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,0
1773,[Co++].CCC([O-])=O.CCC([O-])=O,1
1774,[Na+].CC(=C)CS([O-])(=O)=O,0
1775,[Na+].OCCS([O-])(=O)=O,0
1776,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
1777,CCOC1=CC=C(N)C=C1,1
1778,CCCCC(CC)COP(OC1=CC=CC=C1)OC1=CC=CC=C1,0
1779,CC1(C)CC(O)CC(C)(CN)C1,0
1780,CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,0
1781,Cl\C=C\Cl,0
1782,[Ca++].[N--]C#N,0
1783,[Na+].[Na+].CCN1C(O)=C(N=NC2=C(C=CC(NC3=NC(Cl)=NC(NC4=CC=C(C=C4)S(=O)(=O)CCOS([O-])(=O)=O)=N3)=C2)S([O-])(=O)=O)C(C)=C(C(N)=O)C1=O,0
1784,CCC(C)(C)OOC1(CCCCC1)OOC(C)(C)CC,0
1785,CC(=O)OC(C=C)C#N,0
1786,[H]C(=C(N)CC1=CC=CC=C1)C(=O)[C@]([H])(CC1=CC=CC=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,0
1787,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,0
1788,NCCCO,0
1789,CCCOCC(C)O,0
1790,CCOCC(C)O,0
1791,NC1C2SCC(CO)=C(N2C1=O)C(O)=O,0
1792,O[C@H]1CO[C@H]2OCC[C@@H]12,0
1793,SC1CCCCC1,0
1794,CC1=C(O)C=CC(Cl)=C1,0
1795,CCC1=NC=CN=C1C,0
1796,[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0
1797,OP(O)(=O)C1=CC=CC=C1,0
1798,[Na+].[O-]S(=O)(=O)CCCOC(=O)C=C,0
1799,CC(C)(C)CC(C)(C)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C)C=C1,0
1800,CCCC1=CC=C(C=C1)C1=CC=C(C(F)=C1F)C1=CC=C(CC)C=C1,0
1801,[Na+].CC1=C(Cl)C=CC([O-])=C1,0
1802,OC(=O)C1=CC(=O)NC2=CC=CC=C12,0
1803,ClCCCCC(Cl)=O,0
1804,CC1=CC=C(C=C1)S(=O)(=O)NN,1
1805,[Na+].CC(C)C1=CC=C(C=C1)S([O-])(=O)=O,0
1806,CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,0
1807,CC(=O)C(\C)=C\C1C(C)=CCCC1(C)C,0
1808,CC1=NN(C(=O)C1N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC1C(C)=NN(C1=O)C1=CC=C(C)C=C1)C1=CC=C(C)C=C1,0
1809,CCCCCCCC(O)=O.C1CCC(CC1)NC1CCCCC1,0
1810,CCN(C1CCCCC1)C(=O)N1N=NN(C1=O)C1=CC=CC=C1Cl,0
1811,OP(O)(=O)CN(CCN(CP(O)(O)=O)CP(O)(O)=O)CCN(CP(O)(O)=O)CP(O)(O)=O,0
1812,CCCCC(=O)OCC(COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC,0
1813,CCCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCCC,0
1814,FC1(F)OC2=CC=CC=C2O1,0
1815,FC1=C(C=CC=C1)C(=O)C1=CC(Cl)=CC=C1NC(=O)CBr,0
1816,CC(C)OC(=O)[C@H](C)OC(=O)C(C)(C)C,0
1817,CCOC(=O)CC1CCC=C1,0
1818,COC(=O)CC(O)(CC(=O)OC)C(=O)OC,0
1819,CCCCCCCOC(=O)CCC(=O)OCCCCCCC,0
1820,CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,1
1821,[Al+3].[Al+3].[O-]C(=O)C1=CC=CC=C1C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br.[O-]C(=O)C1=CC=CC=C1C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br.[O-]C(=O)C1=CC=CC=C1C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br,0
1822,N=C(NCCCCCCNC(=N)NC#N)NC#N,0
1823,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1,0
1824,CCCCO[Si](C)(C)OCCCC,0
1825,[Ca++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O,0
1826,C[C@]12CCC3C(CCC4C[C@@H]5O[C@@H]5C[C@]34C)C1C[C@H](N1CCCC1)C2=O,0
1827,CS(=O)(=O)OC1=CC=C(NC2=C3C(=O)C4=C(C=CC=C4)C(=O)C3=C(O)C=C2)C=C1,0
1828,[Na+].[Na+].[O-]C(=O)C1=CC=CC=C1C([O-])=O,0
1829,COC1=CC=C(Cl)C=C1NC(=O)C(N=NC1=CC=C(C=C1OC)[N+]([O-])=O)C(C)=O,0
1830,CC[Si](CC)(CC)OC(CC#C)[Si](CC)(CC)CC,0
1831,CC(C)CNC[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C,0
1832,COCCOCCOCC(O)=O,0
1833,[Ca++].CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC([O-])=O.CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC([O-])=O,0
1834,[Cu++].ClC1=CC=C2C3=N\C(=N/C4[N-]\C(=N/C5=N/C(=N\C6[N-]/C(=N\3)C3=C6C=C(Cl)C=C3)/C3=CC(Cl)=CC=C53)C3=C4C=CC(Cl)=C3)\C2=C1,0
1835,CC(C)CCCC(C)CCCC(C)=O,0
1836,CC(C)CCCC(C)CCCC(C)(O)C#C,0
1837,OS([O-])(=O)=O.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,0
1838,CCCOC(=O)OOC(=O)OCCC,0
1839,CCO[Si](CC[Si](OCC)(OCC)OCC)(OCC)OCC,0
1840,[Na+].[Na+].[O-]S(=O)(=O)C1=CC(NC2=NC(NC3=CC=CC=C3)=NC(=N2)N2CCOCC2)=CC=C1C=CC1=CC=C(NC2=NC(NC3=CC=CC=C3)=NC(=N2)N2CCOCC2)C=C1S([O-])(=O)=O,0
1841,C(CCCOCC1CO1)CCOCC1CO1,1
1842,CCC(=O)N(C1CCNCC1)C1=CC=CC=C1,0
1843,[Na+].[Na+].NC1=C(C=C(NC2=CC=C(C=C2)S(=O)(=O)CCOS([O-])(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,0
1844,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,0
1845,[Cl-].NC1=C[N+](=NO1)N1CCOCC1,1
1846,FC1=C(OC(F)(F)F)OC(F)(F)O1,0
1847,CCOC(=O)C1=C(C)NC(S1)=C1C=CC(=O)C=C1,0
1848,CCOC(=O)C1=C(C)N=C(S1)C1=CC(C=O)=C(OCC(C)C)C=C1,0
1849,CSCSC,0
1850,CC(=O)OCC(C)(C)C=O,1
1851,[H][C@@]1(C[C@@H](O)[C@]([H])(O[C@]2([H])O[C@@H](C)[C@@]([H])(OCC3=CC=CC=C3)[C@@]([H])(OCC3=CC=CC=C3)[C@]2([H])OCC2=CC=CC=C2)[C@]([H])(C1)N=[N+]=[N-])C(=O)OC(C)C,0
1852,CCCCOC(=O)OOC(=O)OCCCC,0
1853,CC=C1CC2CC1C=C2,0
1854,[H],0
1855,CCO[Si](C)(N(C)C(=O)C1=CC=CC=C1)N(C)C(=O)C1=CC=CC=C1,0
